x_adj,y_adj,z(m),,x(m),y(m),z(m),,easting,northing,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.66,-4.044,-0.565,,489381.586,6203441.25,,,,
,,,,-15.68,-4.046,-0.849,,489381.584,6203441.23,,,,
,,,,-11.661,-3.009,-0.842,,489382.621,6203445.249,,,,
,,,,-9.137,-2.356,-0.826,,489383.274,6203447.773,,,,
,,,,-9.106,-2.348,-0.988,,489383.282,6203447.804,,,,
,,,,-9.019,-2.324,-1.144,,489383.306,6203447.891,,,,
,,,,-9.294,-2.395,-1.349,,489383.235,6203447.616,,,,
,,,,-10.33,-2.66,-1.689,,489382.97,6203446.58,,,,
,,,,-9.243,-2.38,-1.683,,489383.25,6203447.667,,,,
,,,,-8.427,-2.168,-1.691,,489383.462,6203448.483,,,,
,,,,-7.787,-2.004,-1.709,,489383.626,6203449.123,,,,
,,,,-7.176,-1.845,-1.711,,489383.785,6203449.734,,,,
,,,,-6.695,-1.72,-1.723,,489383.91,6203450.215,,,,
,,,,-6.294,-1.617,-1.741,,489384.013,6203450.616,,,,
,,,,-5.929,-1.522,-1.755,,489384.108,6203450.981,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.669,-3.991,-0.847,,489381.639,6203441.241,,,,
,,,,-11.72,-2.985,-0.846,,489382.645,6203445.19,,,,
,,,,-9.249,-2.354,-0.835,,489383.276,6203447.661,,,,
,,,,-9.368,-2.384,-1.016,,489383.246,6203447.542,,,,
,,,,-9.096,-2.313,-1.152,,489383.317,6203447.814,,,,
,,,,-9.328,-2.373,-1.353,,489383.257,6203447.582,,,,
,,,,-10.331,-2.626,-1.688,,489383.004,6203446.579,,,,
,,,,-9.247,-2.35,-1.682,,489383.28,6203447.663,,,,
,,,,-8.445,-2.145,-1.694,,489383.485,6203448.465,,,,
,,,,-7.782,-1.976,-1.707,,489383.654,6203449.128,,,,
,,,,-7.17,-1.82,-1.708,,489383.81,6203449.74,,,,
,,,,-6.697,-1.698,-1.722,,489383.932,6203450.213,,,,
,,,,-6.299,-1.597,-1.741,,489384.033,6203450.611,,,,
,,,,-5.937,-1.505,-1.756,,489384.125,6203450.973,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.65,-3.989,-0.564,,489381.641,6203441.26,,,,
,,,,-15.669,-3.991,-0.847,,489381.639,6203441.241,,,,
,,,,-11.72,-2.985,-0.846,,489382.645,6203445.19,,,,
,,,,-9.249,-2.354,-0.835,,489383.276,6203447.661,,,,
,,,,-9.368,-2.384,-1.016,,489383.246,6203447.542,,,,
,,,,-9.096,-2.313,-1.152,,489383.317,6203447.814,,,,
,,,,-9.328,-2.373,-1.353,,489383.257,6203447.582,,,,
,,,,-10.331,-2.626,-1.688,,489383.004,6203446.579,,,,
,,,,-9.247,-2.35,-1.682,,489383.28,6203447.663,,,,
,,,,-8.445,-2.145,-1.694,,489383.485,6203448.465,,,,
,,,,-7.782,-1.976,-1.707,,489383.654,6203449.128,,,,
,,,,-7.17,-1.82,-1.708,,489383.81,6203449.74,,,,
,,,,-6.697,-1.698,-1.722,,489383.932,6203450.213,,,,
,,,,-6.299,-1.597,-1.741,,489384.033,6203450.611,,,,
,,,,-5.937,-1.505,-1.756,,489384.125,6203450.973,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.676,-3.946,-0.282,,489381.684,6203441.234,,,,
,,,,-15.674,-3.943,-0.564,,489381.687,6203441.236,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.78,-2.961,-0.849,,489382.669,6203445.13,,,,
,,,,-9.449,-2.373,-0.852,,489383.257,6203447.461,,,,
,,,,-11.428,-2.871,-1.238,,489382.759,6203445.482,,,,
,,,,-9.276,-2.328,-1.174,,489383.302,6203447.634,,,,
,,,,-9.363,-2.35,-1.357,,489383.28,6203447.547,,,,
,,,,-10.331,-2.591,-1.687,,489383.039,6203446.579,,,,
,,,,-9.258,-2.322,-1.683,,489383.308,6203447.652,,,,
,,,,-8.444,-2.116,-1.692,,489383.514,6203448.466,,,,
,,,,-7.792,-1.953,-1.707,,489383.677,6203449.118,,,,
,,,,-7.183,-1.799,-1.71,,489383.831,6203449.727,,,,
,,,,-6.694,-1.675,-1.721,,489383.955,6203450.216,,,,
,,,,-6.297,-1.576,-1.739,,489384.054,6203450.613,,,,
,,,,-5.938,-1.485,-1.755,,489384.145,6203450.972,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.676,-3.946,-0.282,,489381.684,6203441.234,,,,
,,,,-15.674,-3.943,-0.564,,489381.687,6203441.236,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.78,-2.961,-0.849,,489382.669,6203445.13,,,,
,,,,-9.449,-2.373,-0.852,,489383.257,6203447.461,,,,
,,,,-9.754,-2.45,-1.057,,489383.18,6203447.156,,,,
,,,,-9.276,-2.328,-1.174,,489383.302,6203447.634,,,,
,,,,-9.363,-2.35,-1.357,,489383.28,6203447.547,,,,
,,,,-10.331,-2.591,-1.687,,489383.039,6203446.579,,,,
,,,,-9.258,-2.322,-1.683,,489383.308,6203447.652,,,,
,,,,-8.444,-2.116,-1.692,,489383.514,6203448.466,,,,
,,,,-7.792,-1.953,-1.707,,489383.677,6203449.118,,,,
,,,,-7.183,-1.799,-1.71,,489383.831,6203449.727,,,,
,,,,-6.694,-1.675,-1.721,,489383.955,6203450.216,,,,
,,,,-6.297,-1.576,-1.739,,489384.054,6203450.613,,,,
,,,,-5.938,-1.485,-1.755,,489384.145,6203450.972,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.681,-3.895,-0.282,,489381.735,6203441.229,,,,
,,,,-15.682,-3.893,-0.564,,489381.737,6203441.228,,,,
,,,,-15.687,-3.891,-0.847,,489381.739,6203441.223,,,,
,,,,-11.851,-2.939,-0.854,,489382.691,6203445.059,,,,
,,,,-11.491,-2.848,-1.036,,489382.782,6203445.419,,,,
,,,,-11.414,-2.829,-1.236,,489382.801,6203445.496,,,,
,,,,-11.731,-2.905,-1.484,,489382.725,6203445.179,,,,
,,,,-11.615,-2.877,-1.682,,489382.753,6203445.295,,,,
,,,,-10.335,-2.558,-1.686,,489383.072,6203446.575,,,,
,,,,-9.261,-2.292,-1.682,,489383.338,6203447.649,,,,
,,,,-8.447,-2.089,-1.691,,489383.541,6203448.463,,,,
,,,,-7.786,-1.925,-1.705,,489383.705,6203449.124,,,,
,,,,-7.174,-1.773,-1.706,,489383.857,6203449.736,,,,
,,,,-6.703,-1.655,-1.722,,489383.975,6203450.207,,,,
,,,,-6.302,-1.556,-1.739,,489384.074,6203450.608,,,,
,,,,-5.943,-1.466,-1.755,,489384.164,6203450.967,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.681,-3.895,-0.282,,489381.735,6203441.229,,,,
,,,,-15.682,-3.893,-0.564,,489381.737,6203441.228,,,,
,,,,-15.687,-3.891,-0.847,,489381.739,6203441.223,,,,
,,,,-11.851,-2.939,-0.854,,489382.691,6203445.059,,,,
,,,,-11.491,-2.848,-1.036,,489382.782,6203445.419,,,,
,,,,-11.414,-2.829,-1.236,,489382.801,6203445.496,,,,
,,,,-9.58,-2.373,-1.212,,489383.257,6203447.33,,,,
,,,,-9.516,-2.357,-1.378,,489383.273,6203447.394,,,,
,,,,-10.335,-2.558,-1.686,,489383.072,6203446.575,,,,
,,,,-9.261,-2.292,-1.682,,489383.338,6203447.649,,,,
,,,,-8.447,-2.089,-1.691,,489383.541,6203448.463,,,,
,,,,-7.786,-1.925,-1.705,,489383.705,6203449.124,,,,
,,,,-7.174,-1.773,-1.706,,489383.857,6203449.736,,,,
,,,,-6.703,-1.655,-1.722,,489383.975,6203450.207,,,,
,,,,-6.302,-1.556,-1.739,,489384.074,6203450.608,,,,
,,,,-5.943,-1.466,-1.755,,489384.164,6203450.967,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.922,-2.917,-0.858,,489382.713,6203444.988,,,,
,,,,-11.535,-2.82,-1.039,,489382.81,6203445.375,,,,
,,,,-11.434,-2.796,-1.237,,489382.834,6203445.476,,,,
,,,,-11.458,-2.8,-1.448,,489382.83,6203445.452,,,,
,,,,-11.609,-2.836,-1.68,,489382.794,6203445.301,,,,
,,,,-10.34,-2.524,-1.686,,489383.106,6203446.57,,,,
,,,,-9.253,-2.259,-1.68,,489383.371,6203447.657,,,,
,,,,-8.457,-2.063,-1.692,,489383.567,6203448.453,,,,
,,,,-7.804,-1.904,-1.707,,489383.726,6203449.106,,,,
,,,,-7.195,-1.754,-1.71,,489383.876,6203449.715,,,,
,,,,-6.697,-1.631,-1.719,,489383.999,6203450.213,,,,
,,,,-6.303,-1.535,-1.738,,489384.095,6203450.607,,,,
,,,,-5.948,-1.448,-1.755,,489384.182,6203450.962,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.922,-2.917,-0.858,,489382.713,6203444.988,,,,
,,,,-11.535,-2.82,-1.039,,489382.81,6203445.375,,,,
,,,,-11.434,-2.796,-1.237,,489382.834,6203445.476,,,,
,,,,-11.458,-2.8,-1.448,,489382.83,6203445.452,,,,
,,,,-11.609,-2.836,-1.68,,489382.794,6203445.301,,,,
,,,,-10.34,-2.524,-1.686,,489383.106,6203446.57,,,,
,,,,-9.253,-2.259,-1.68,,489383.371,6203447.657,,,,
,,,,-8.457,-2.063,-1.692,,489383.567,6203448.453,,,,
,,,,-7.804,-1.904,-1.707,,489383.726,6203449.106,,,,
,,,,-7.195,-1.754,-1.71,,489383.876,6203449.715,,,,
,,,,-6.697,-1.631,-1.719,,489383.999,6203450.213,,,,
,,,,-6.303,-1.535,-1.738,,489384.095,6203450.607,,,,
,,,,-5.948,-1.448,-1.755,,489384.182,6203450.962,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.71,-3.795,-0.564,,489381.835,6203441.2,,,,
,,,,-15.722,-3.795,-0.848,,489381.835,6203441.188,,,,
,,,,-12.013,-2.9,-0.864,,489382.73,6203444.897,,,,
,,,,-11.555,-2.787,-1.04,,489382.843,6203445.355,,,,
,,,,-11.451,-2.762,-1.238,,489382.868,6203445.459,,,,
,,,,-11.459,-2.762,-1.447,,489382.868,6203445.451,,,,
,,,,-11.618,-2.8,-1.68,,489382.83,6203445.292,,,,
,,,,-10.351,-2.493,-1.686,,489383.137,6203446.559,,,,
,,,,-9.26,-2.23,-1.68,,489383.4,6203447.65,,,,
,,,,-8.452,-2.034,-1.69,,489383.596,6203448.458,,,,
,,,,-7.791,-1.875,-1.703,,489383.755,6203449.119,,,,
,,,,-7.196,-1.73,-1.709,,489383.9,6203449.714,,,,
,,,,-6.71,-1.612,-1.721,,489384.018,6203450.2,,,,
,,,,-6.311,-1.516,-1.739,,489384.114,6203450.599,,,,
,,,,-5.948,-1.428,-1.754,,489384.202,6203450.962,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.71,-3.795,-0.564,,489381.835,6203441.2,,,,
,,,,-15.722,-3.795,-0.848,,489381.835,6203441.188,,,,
,,,,-12.013,-2.9,-0.864,,489382.73,6203444.897,,,,
,,,,-11.555,-2.787,-1.04,,489382.843,6203445.355,,,,
,,,,-11.451,-2.762,-1.238,,489382.868,6203445.459,,,,
,,,,-11.459,-2.762,-1.447,,489382.868,6203445.451,,,,
,,,,-11.618,-2.8,-1.68,,489382.83,6203445.292,,,,
,,,,-10.351,-2.493,-1.686,,489383.137,6203446.559,,,,
,,,,-9.26,-2.23,-1.68,,489383.4,6203447.65,,,,
,,,,-8.452,-2.034,-1.69,,489383.596,6203448.458,,,,
,,,,-7.791,-1.875,-1.703,,489383.755,6203449.119,,,,
,,,,-7.196,-1.73,-1.709,,489383.9,6203449.714,,,,
,,,,-6.71,-1.612,-1.721,,489384.018,6203450.2,,,,
,,,,-6.311,-1.516,-1.739,,489384.114,6203450.599,,,,
,,,,-5.948,-1.428,-1.754,,489384.202,6203450.962,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.746,-3.748,-0.848,,489381.882,6203441.164,,,,
,,,,-12.107,-2.882,-0.87,,489382.748,6203444.803,,,,
,,,,-11.576,-2.753,-1.041,,489382.877,6203445.334,,,,
,,,,-11.463,-2.727,-1.238,,489382.903,6203445.447,,,,
,,,,-11.487,-2.73,-1.45,,489382.9,6203445.423,,,,
,,,,-11.627,-2.763,-1.68,,489382.867,6203445.283,,,,
,,,,-10.351,-2.458,-1.685,,489383.172,6203446.559,,,,
,,,,-9.275,-2.203,-1.681,,489383.427,6203447.635,,,,
,,,,-8.462,-2.008,-1.691,,489383.622,6203448.448,,,,
,,,,-7.804,-1.852,-1.705,,489383.778,6203449.106,,,,
,,,,-7.194,-1.706,-1.707,,489383.924,6203449.716,,,,
,,,,-6.707,-1.589,-1.719,,489384.041,6203450.203,,,,
,,,,-6.316,-1.497,-1.739,,489384.133,6203450.594,,,,
,,,,-5.949,-1.409,-1.753,,489384.221,6203450.961,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.746,-3.748,-0.848,,489381.882,6203441.164,,,,
,,,,-12.107,-2.882,-0.87,,489382.748,6203444.803,,,,
,,,,-11.576,-2.753,-1.041,,489382.877,6203445.334,,,,
,,,,-11.463,-2.727,-1.238,,489382.903,6203445.447,,,,
,,,,-11.487,-2.73,-1.45,,489382.9,6203445.423,,,,
,,,,-11.627,-2.763,-1.68,,489382.867,6203445.283,,,,
,,,,-10.351,-2.458,-1.685,,489383.172,6203446.559,,,,
,,,,-9.275,-2.203,-1.681,,489383.427,6203447.635,,,,
,,,,-8.462,-2.008,-1.691,,489383.622,6203448.448,,,,
,,,,-7.804,-1.852,-1.705,,489383.778,6203449.106,,,,
,,,,-7.194,-1.706,-1.707,,489383.924,6203449.716,,,,
,,,,-6.707,-1.589,-1.719,,489384.041,6203450.203,,,,
,,,,-6.316,-1.497,-1.739,,489384.133,6203450.594,,,,
,,,,-5.949,-1.409,-1.753,,489384.221,6203450.961,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-12.244,-2.874,-0.879,,489382.756,6203444.666,,,,
,,,,-11.689,-2.742,-1.05,,489382.888,6203445.221,,,,
,,,,-11.495,-2.696,-1.241,,489382.934,6203445.415,,,,
,,,,-11.554,-2.708,-1.457,,489382.922,6203445.356,,,,
,,,,-11.631,-2.726,-1.679,,489382.904,6203445.279,,,,
,,,,-10.355,-2.425,-1.684,,489383.205,6203446.555,,,,
,,,,-9.274,-2.172,-1.68,,489383.458,6203447.636,,,,
,,,,-8.457,-1.979,-1.688,,489383.651,6203448.453,,,,
,,,,-7.806,-1.827,-1.704,,489383.803,6203449.104,,,,
,,,,-7.196,-1.682,-1.706,,489383.948,6203449.714,,,,
,,,,-6.712,-1.568,-1.719,,489384.062,6203450.198,,,,
,,,,-6.313,-1.475,-1.737,,489384.155,6203450.597,,,,
,,,,-5.954,-1.39,-1.753,,489384.24,6203450.956,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-12.244,-2.874,-0.879,,489382.756,6203444.666,,,,
,,,,-11.689,-2.742,-1.05,,489382.888,6203445.221,,,,
,,,,-11.495,-2.696,-1.241,,489382.934,6203445.415,,,,
,,,,-11.554,-2.708,-1.457,,489382.922,6203445.356,,,,
,,,,-11.631,-2.726,-1.679,,489382.904,6203445.279,,,,
,,,,-10.355,-2.425,-1.684,,489383.205,6203446.555,,,,
,,,,-9.274,-2.172,-1.68,,489383.458,6203447.636,,,,
,,,,-8.457,-1.979,-1.688,,489383.651,6203448.453,,,,
,,,,-7.806,-1.827,-1.704,,489383.803,6203449.104,,,,
,,,,-7.196,-1.682,-1.706,,489383.948,6203449.714,,,,
,,,,-6.712,-1.568,-1.719,,489384.062,6203450.198,,,,
,,,,-6.313,-1.475,-1.737,,489384.155,6203450.597,,,,
,,,,-5.954,-1.39,-1.753,,489384.24,6203450.956,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-15.765,-3.651,-0.565,,489381.979,6203441.145,,,,
