x_adj,y_adj,z(m),,x(m),y(m),z(m),,easting,northing,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.659,-11.251,-1.703,,489374.379,6203445.251,,,,
,,,,-10.501,-10.13,-1.791,,489375.5,6203446.409,,,,
,,,,-9.143,-8.82,-1.785,,489376.81,6203447.767,,,,
,,,,-8.094,-7.805,-1.781,,489377.825,6203448.816,,,,
,,,,-7.31,-7.049,-1.791,,489378.581,6203449.6,,,,
,,,,-6.669,-6.429,-1.8,,489379.201,6203450.241,,,,
,,,,-6.084,-5.865,-1.796,,489379.765,6203450.826,,,,
,,,,-5.616,-5.412,-1.801,,489380.218,6203451.294,,,,
,,,,-5.258,-5.065,-1.82,,489380.565,6203451.652,,,,
,,,,-4.917,-4.737,-1.829,,489380.893,6203451.993,,,,
,,,,-4.617,-4.446,-1.838,,489381.184,6203452.293,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.663,-11.184,-1.698,,489374.446,6203445.247,,,,
,,,,-10.521,-10.086,-1.79,,489375.544,6203446.389,,,,
,,,,-9.173,-8.794,-1.786,,489376.836,6203447.737,,,,
,,,,-8.112,-7.774,-1.78,,489377.856,6203448.798,,,,
,,,,-7.329,-7.024,-1.79,,489378.606,6203449.581,,,,
,,,,-6.694,-6.413,-1.802,,489379.217,6203450.216,,,,
,,,,-6.103,-5.846,-1.796,,489379.784,6203450.807,,,,
,,,,-5.635,-5.397,-1.801,,489380.233,6203451.275,,,,
,,,,-5.279,-5.054,-1.822,,489380.576,6203451.631,,,,
,,,,-4.932,-4.721,-1.829,,489380.909,6203451.978,,,,
,,,,-4.623,-4.424,-1.835,,489381.206,6203452.287,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.663,-11.184,-1.698,,489374.446,6203445.247,,,,
,,,,-10.521,-10.086,-1.79,,489375.544,6203446.389,,,,
,,,,-9.173,-8.794,-1.786,,489376.836,6203447.737,,,,
,,,,-8.112,-7.774,-1.78,,489377.856,6203448.798,,,,
,,,,-7.329,-7.024,-1.79,,489378.606,6203449.581,,,,
,,,,-6.694,-6.413,-1.802,,489379.217,6203450.216,,,,
,,,,-6.103,-5.846,-1.796,,489379.784,6203450.807,,,,
,,,,-5.635,-5.397,-1.801,,489380.233,6203451.275,,,,
,,,,-5.279,-5.054,-1.822,,489380.576,6203451.631,,,,
,,,,-4.932,-4.721,-1.829,,489380.909,6203451.978,,,,
,,,,-4.623,-4.424,-1.835,,489381.206,6203452.287,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.678,-11.128,-1.695,,489374.502,6203445.232,,,,
,,,,-10.553,-10.053,-1.79,,489375.577,6203446.357,,,,
,,,,-9.201,-8.765,-1.786,,489376.865,6203447.709,,,,
,,,,-8.134,-7.746,-1.779,,489377.884,6203448.776,,,,
,,,,-7.351,-7.001,-1.79,,489378.629,6203449.559,,,,
,,,,-6.715,-6.392,-1.802,,489379.238,6203450.195,,,,
,,,,-6.113,-5.819,-1.794,,489379.811,6203450.797,,,,
,,,,-5.655,-5.382,-1.802,,489380.248,6203451.255,,,,
,,,,-5.292,-5.034,-1.821,,489380.596,6203451.618,,,,
,,,,-4.944,-4.703,-1.828,,489380.927,6203451.966,,,,
,,,,-4.639,-4.412,-1.836,,489381.218,6203452.271,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.678,-11.128,-1.695,,489374.502,6203445.232,,,,
,,,,-10.553,-10.053,-1.79,,489375.577,6203446.357,,,,
,,,,-9.201,-8.765,-1.786,,489376.865,6203447.709,,,,
,,,,-8.134,-7.746,-1.779,,489377.884,6203448.776,,,,
,,,,-7.351,-7.001,-1.79,,489378.629,6203449.559,,,,
,,,,-6.715,-6.392,-1.802,,489379.238,6203450.195,,,,
,,,,-6.113,-5.819,-1.794,,489379.811,6203450.797,,,,
,,,,-5.655,-5.382,-1.802,,489380.248,6203451.255,,,,
,,,,-5.292,-5.034,-1.821,,489380.596,6203451.618,,,,
,,,,-4.944,-4.703,-1.828,,489380.927,6203451.966,,,,
,,,,-4.639,-4.412,-1.836,,489381.218,6203452.271,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.686,-11.062,-1.691,,489374.568,6203445.224,,,,
,,,,-10.58,-10.012,-1.789,,489375.618,6203446.33,,,,
,,,,-9.224,-8.729,-1.785,,489376.901,6203447.686,,,,
,,,,-8.157,-7.716,-1.778,,489377.914,6203448.753,,,,
,,,,-7.369,-6.971,-1.789,,489378.659,6203449.541,,,,
,,,,-6.73,-6.364,-1.8,,489379.266,6203450.18,,,,
,,,,-6.129,-5.796,-1.793,,489379.834,6203450.781,,,,
,,,,-5.665,-5.355,-1.8,,489380.275,6203451.245,,,,
,,,,-5.309,-5.017,-1.821,,489380.613,6203451.601,,,,
,,,,-4.956,-4.684,-1.827,,489380.946,6203451.954,,,,
,,,,-4.651,-4.394,-1.835,,489381.236,6203452.259,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.686,-11.062,-1.691,,489374.568,6203445.224,,,,
,,,,-10.58,-10.012,-1.789,,489375.618,6203446.33,,,,
,,,,-9.224,-8.729,-1.785,,489376.901,6203447.686,,,,
,,,,-8.157,-7.716,-1.778,,489377.914,6203448.753,,,,
,,,,-7.369,-6.971,-1.789,,489378.659,6203449.541,,,,
,,,,-6.73,-6.364,-1.8,,489379.266,6203450.18,,,,
,,,,-6.129,-5.796,-1.793,,489379.834,6203450.781,,,,
,,,,-5.665,-5.355,-1.8,,489380.275,6203451.245,,,,
,,,,-5.309,-5.017,-1.821,,489380.613,6203451.601,,,,
,,,,-4.956,-4.684,-1.827,,489380.946,6203451.954,,,,
,,,,-4.651,-4.394,-1.835,,489381.236,6203452.259,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.703,-11.009,-1.689,,489374.621,6203445.207,,,,
,,,,-10.606,-9.974,-1.788,,489375.656,6203446.304,,,,
,,,,-9.243,-8.692,-1.783,,489376.938,6203447.667,,,,
,,,,-8.175,-7.685,-1.777,,489377.945,6203448.735,,,,
,,,,-7.385,-6.942,-1.787,,489378.688,6203449.525,,,,
,,,,-6.747,-6.34,-1.8,,489379.29,6203450.163,,,,
,,,,-6.147,-5.777,-1.793,,489379.853,6203450.763,,,,
,,,,-5.676,-5.332,-1.798,,489380.298,6203451.234,,,,
,,,,-5.319,-4.995,-1.819,,489380.635,6203451.591,,,,
,,,,-4.966,-4.663,-1.825,,489380.967,6203451.944,,,,
,,,,-4.662,-4.376,-1.834,,489381.254,6203452.248,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-11.703,-11.009,-1.689,,489374.621,6203445.207,,,,
,,,,-10.606,-9.974,-1.788,,489375.656,6203446.304,,,,
,,,,-9.243,-8.692,-1.783,,489376.938,6203447.667,,,,
,,,,-8.175,-7.685,-1.777,,489377.945,6203448.735,,,,
,,,,-7.385,-6.942,-1.787,,489378.688,6203449.525,,,,
,,,,-6.747,-6.34,-1.8,,489379.29,6203450.163,,,,
,,,,-6.147,-5.777,-1.793,,489379.853,6203450.763,,,,
,,,,-5.676,-5.332,-1.798,,489380.298,6203451.234,,,,
,,,,-5.319,-4.995,-1.819,,489380.635,6203451.591,,,,
,,,,-4.966,-4.663,-1.825,,489380.967,6203451.944,,,,
,,,,-4.662,-4.376,-1.834,,489381.254,6203452.248,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.029,-12.18,-1.56,,489373.45,6203443.881,,,,
,,,,-11.714,-10.951,-1.685,,489374.679,6203445.196,,,,
,,,,-10.631,-9.935,-1.787,,489375.695,6203446.279,,,,
,,,,-9.267,-8.66,-1.783,,489376.97,6203447.643,,,,
,,,,-8.205,-7.665,-1.778,,489377.965,6203448.705,,,,
,,,,-7.404,-6.916,-1.786,,489378.714,6203449.506,,,,
,,,,-6.764,-6.316,-1.799,,489379.314,6203450.146,,,,
,,,,-6.16,-5.752,-1.791,,489379.878,6203450.75,,,,
,,,,-5.692,-5.314,-1.798,,489380.316,6203451.218,,,,
,,,,-5.332,-4.975,-1.818,,489380.655,6203451.578,,,,
,,,,-4.986,-4.653,-1.827,,489380.977,6203451.924,,,,
,,,,-4.679,-4.364,-1.835,,489381.266,6203452.231,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.029,-12.18,-1.56,,489373.45,6203443.881,,,,
,,,,-11.714,-10.951,-1.685,,489374.679,6203445.196,,,,
,,,,-10.631,-9.935,-1.787,,489375.695,6203446.279,,,,
,,,,-9.267,-8.66,-1.783,,489376.97,6203447.643,,,,
,,,,-8.205,-7.665,-1.778,,489377.965,6203448.705,,,,
,,,,-7.404,-6.916,-1.786,,489378.714,6203449.506,,,,
,,,,-6.764,-6.316,-1.799,,489379.314,6203450.146,,,,
,,,,-6.16,-5.752,-1.791,,489379.878,6203450.75,,,,
,,,,-5.692,-5.314,-1.798,,489380.316,6203451.218,,,,
,,,,-5.332,-4.975,-1.818,,489380.655,6203451.578,,,,
,,,,-4.986,-4.653,-1.827,,489380.977,6203451.924,,,,
,,,,-4.679,-4.364,-1.835,,489381.266,6203452.231,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.05,-12.123,-1.558,,489373.507,6203443.86,,,,
,,,,-11.725,-10.892,-1.682,,489374.738,6203445.185,,,,
,,,,-10.645,-9.885,-1.784,,489375.745,6203446.265,,,,
,,,,-9.294,-8.631,-1.783,,489376.999,6203447.616,,,,
,,,,-8.229,-7.639,-1.778,,489377.991,6203448.681,,,,
,,,,-7.414,-6.882,-1.784,,489378.748,6203449.496,,,,
,,,,-6.784,-6.295,-1.799,,489379.335,6203450.126,,,,
,,,,-6.178,-5.733,-1.791,,489379.897,6203450.732,,,,
,,,,-5.706,-5.293,-1.797,,489380.337,6203451.204,,,,
,,,,-5.35,-4.961,-1.819,,489380.669,6203451.56,,,,
,,,,-4.989,-4.626,-1.823,,489381.004,6203451.921,,,,
,,,,-4.687,-4.344,-1.832,,489381.286,6203452.223,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.05,-12.123,-1.558,,489373.507,6203443.86,,,,
,,,,-11.725,-10.892,-1.682,,489374.738,6203445.185,,,,
,,,,-10.645,-9.885,-1.784,,489375.745,6203446.265,,,,
,,,,-9.294,-8.631,-1.783,,489376.999,6203447.616,,,,
,,,,-8.229,-7.639,-1.778,,489377.991,6203448.681,,,,
,,,,-7.414,-6.882,-1.784,,489378.748,6203449.496,,,,
,,,,-6.784,-6.295,-1.799,,489379.335,6203450.126,,,,
,,,,-6.178,-5.733,-1.791,,489379.897,6203450.732,,,,
,,,,-5.706,-5.293,-1.797,,489380.337,6203451.204,,,,
,,,,-5.35,-4.961,-1.819,,489380.669,6203451.56,,,,
,,,,-4.989,-4.626,-1.823,,489381.004,6203451.921,,,,
,,,,-4.687,-4.344,-1.832,,489381.286,6203452.223,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.079,-12.074,-1.557,,489373.556,6203443.831,,,,
,,,,-11.742,-10.839,-1.68,,489374.791,6203445.168,,,,
,,,,-10.635,-9.814,-1.777,,489375.816,6203446.275,,,,
,,,,-9.318,-8.599,-1.782,,489377.031,6203447.592,,,,
,,,,-8.25,-7.61,-1.778,,489378.02,6203448.66,,,,
,,,,-7.436,-6.859,-1.784,,489378.771,6203449.474,,,,
,,,,-6.801,-6.271,-1.798,,489379.359,6203450.109,,,,
,,,,-6.193,-5.711,-1.791,,489379.919,6203450.717,,,,
,,,,-5.72,-5.273,-1.796,,489380.357,6203451.19,,,,
,,,,-5.36,-4.939,-1.817,,489380.691,6203451.55,,,,
,,,,-5.009,-4.616,-1.825,,489381.014,6203451.901,,,,
,,,,-4.697,-4.327,-1.831,,489381.303,6203452.213,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.079,-12.074,-1.557,,489373.556,6203443.831,,,,
,,,,-11.742,-10.839,-1.68,,489374.791,6203445.168,,,,
,,,,-10.635,-9.814,-1.777,,489375.816,6203446.275,,,,
,,,,-9.318,-8.599,-1.782,,489377.031,6203447.592,,,,
,,,,-8.25,-7.61,-1.778,,489378.02,6203448.66,,,,
,,,,-7.436,-6.859,-1.784,,489378.771,6203449.474,,,,
,,,,-6.801,-6.271,-1.798,,489379.359,6203450.109,,,,
,,,,-6.193,-5.711,-1.791,,489379.919,6203450.717,,,,
,,,,-5.72,-5.273,-1.796,,489380.357,6203451.19,,,,
,,,,-5.36,-4.939,-1.817,,489380.691,6203451.55,,,,
,,,,-5.009,-4.616,-1.825,,489381.014,6203451.901,,,,
,,,,-4.697,-4.327,-1.831,,489381.303,6203452.213,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.11,-12.017,-1.556,,489373.613,6203443.8,,,,
,,,,-11.756,-10.776,-1.676,,489374.854,6203445.154,,,,
,,,,-10.529,-9.648,-1.753,,489375.982,6203446.381,,,,
,,,,-9.348,-8.566,-1.782,,489377.064,6203447.562,,,,
,,,,-8.271,-7.576,-1.776,,489378.054,6203448.639,,,,
,,,,-7.451,-6.825,-1.782,,489378.805,6203449.459,,,,
,,,,-6.82,-6.245,-1.797,,489379.385,6203450.09,,,,
,,,,-6.21,-5.686,-1.79,,489379.944,6203450.7,,,,
,,,,-5.744,-5.258,-1.798,,489380.372,6203451.166,,,,
,,,,-5.377,-4.921,-1.817,,489380.709,6203451.533,,,,
,,,,-5.017,-4.591,-1.822,,489381.039,6203451.893,,,,
,,,,-4.712,-4.311,-1.831,,489381.319,6203452.198,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.11,-12.017,-1.556,,489373.613,6203443.8,,,,
,,,,-11.756,-10.776,-1.676,,489374.854,6203445.154,,,,
,,,,-10.529,-9.648,-1.753,,489375.982,6203446.381,,,,
,,,,-9.348,-8.566,-1.782,,489377.064,6203447.562,,,,
,,,,-8.271,-7.576,-1.776,,489378.054,6203448.639,,,,
,,,,-7.451,-6.825,-1.782,,489378.805,6203449.459,,,,
,,,,-6.82,-6.245,-1.797,,489379.385,6203450.09,,,,
,,,,-6.21,-5.686,-1.79,,489379.944,6203450.7,,,,
,,,,-5.744,-5.258,-1.798,,489380.372,6203451.166,,,,
,,,,-5.377,-4.921,-1.817,,489380.709,6203451.533,,,,
,,,,-5.017,-4.591,-1.822,,489381.039,6203451.893,,,,
,,,,-4.712,-4.311,-1.831,,489381.319,6203452.198,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.112,-11.944,-1.552,,489373.686,6203443.798,,,,
,,,,-11.764,-10.715,-1.672,,489374.915,6203445.146,,,,
,,,,-10.574,-9.628,-1.756,,489376.002,6203446.336,,,,
,,,,-9.378,-8.539,-1.783,,489377.091,6203447.532,,,,
,,,,-8.289,-7.545,-1.775,,489378.085,6203448.621,,,,
,,,,-7.469,-6.799,-1.781,,489378.831,6203449.441,,,,
,,,,-6.839,-6.223,-1.797,,489379.407,6203450.071,,,,
,,,,-6.225,-5.664,-1.789,,489379.966,6203450.685,,,,
,,,,-5.749,-5.229,-1.794,,489380.401,6203451.161,,,,
,,,,-5.387,-4.898,-1.815,,489380.732,6203451.523,,,,
,,,,-5.031,-4.575,-1.822,,489381.055,6203451.879,,,,
,,,,-4.729,-4.298,-1.832,,489381.332,6203452.181,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.112,-11.944,-1.552,,489373.686,6203443.798,,,,
,,,,-11.764,-10.715,-1.672,,489374.915,6203445.146,,,,
,,,,-10.574,-9.628,-1.756,,489376.002,6203446.336,,,,
,,,,-9.378,-8.539,-1.783,,489377.091,6203447.532,,,,
,,,,-8.289,-7.545,-1.775,,489378.085,6203448.621,,,,
,,,,-7.469,-6.799,-1.781,,489378.831,6203449.441,,,,
,,,,-6.839,-6.223,-1.797,,489379.407,6203450.071,,,,
,,,,-6.225,-5.664,-1.789,,489379.966,6203450.685,,,,
,,,,-5.749,-5.229,-1.794,,489380.401,6203451.161,,,,
,,,,-5.387,-4.898,-1.815,,489380.732,6203451.523,,,,
,,,,-5.031,-4.575,-1.822,,489381.055,6203451.879,,,,
,,,,-4.729,-4.298,-1.832,,489381.332,6203452.181,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.141,-11.894,-1.551,,489373.736,6203443.769,,,,
,,,,-11.78,-10.662,-1.67,,489374.968,6203445.13,,,,
,,,,-10.675,-9.659,-1.768,,489375.971,6203446.235,,,,
,,,,-9.396,-8.502,-1.781,,489377.128,6203447.514,,,,
,,,,-8.312,-7.519,-1.775,,489378.111,6203448.598,,,,
,,,,-7.485,-6.77,-1.78,,489378.86,6203449.425,,,,
,,,,-6.853,-6.197,-1.796,,489379.433,6203450.057,,,,
,,,,-6.237,-5.639,-1.787,,489379.991,6203450.673,,,,
,,,,-5.768,-5.214,-1.795,,489380.416,6203451.142,,,,
,,,,-5.397,-4.876,-1.813,,489380.754,6203451.513,,,,
,,,,-5.046,-4.559,-1.822,,489381.071,6203451.864,,,,
,,,,-4.737,-4.278,-1.83,,489381.352,6203452.173,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.141,-11.894,-1.551,,489373.736,6203443.769,,,,
,,,,-11.78,-10.662,-1.67,,489374.968,6203445.13,,,,
,,,,-10.675,-9.659,-1.768,,489375.971,6203446.235,,,,
,,,,-9.396,-8.502,-1.781,,489377.128,6203447.514,,,,
,,,,-8.312,-7.519,-1.775,,489378.111,6203448.598,,,,
,,,,-7.485,-6.77,-1.78,,489378.86,6203449.425,,,,
,,,,-6.853,-6.197,-1.796,,489379.433,6203450.057,,,,
,,,,-6.237,-5.639,-1.787,,489379.991,6203450.673,,,,
,,,,-5.768,-5.214,-1.795,,489380.416,6203451.142,,,,
,,,,-5.397,-4.876,-1.813,,489380.754,6203451.513,,,,
,,,,-5.046,-4.559,-1.822,,489381.071,6203451.864,,,,
,,,,-4.737,-4.278,-1.83,,489381.352,6203452.173,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.163,-11.84,-1.549,,489373.79,6203443.747,,,,
,,,,-11.792,-10.607,-1.667,,489375.023,6203445.118,,,,
,,,,-10.475,-9.418,-1.73,,489376.212,6203446.435,,,,
,,,,-9.417,-8.467,-1.78,,489377.163,6203447.493,,,,
,,,,-8.333,-7.49,-1.775,,489378.14,6203448.577,,,,
,,,,-7.5,-6.741,-1.778,,489378.889,6203449.41,,,,
,,,,-6.872,-6.175,-1.796,,489379.455,6203450.038,,,,
,,,,-6.246,-5.612,-1.785,,489380.018,6203450.664,,,,
,,,,-5.793,-5.204,-1.798,,489380.426,6203451.117,,,,
,,,,-5.415,-4.862,-1.814,,489380.768,6203451.495,,,,
,,,,-5.06,-4.543,-1.822,,489381.087,6203451.85,,,,
,,,,-4.747,-4.261,-1.829,,489381.369,6203452.163,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.163,-11.84,-1.549,,489373.79,6203443.747,,,,
,,,,-11.792,-10.607,-1.667,,489375.023,6203445.118,,,,
,,,,-10.475,-9.418,-1.73,,489376.212,6203446.435,,,,
,,,,-9.417,-8.467,-1.78,,489377.163,6203447.493,,,,
,,,,-8.333,-7.49,-1.775,,489378.14,6203448.577,,,,
,,,,-7.5,-6.741,-1.778,,489378.889,6203449.41,,,,
,,,,-6.872,-6.175,-1.796,,489379.455,6203450.038,,,,
,,,,-6.246,-5.612,-1.785,,489380.018,6203450.664,,,,
,,,,-5.793,-5.204,-1.798,,489380.426,6203451.117,,,,
,,,,-5.415,-4.862,-1.814,,489380.768,6203451.495,,,,
,,,,-5.06,-4.543,-1.822,,489381.087,6203451.85,,,,
,,,,-4.747,-4.261,-1.829,,489381.369,6203452.163,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.183,-11.787,-1.547,,489373.843,6203443.727,,,,
,,,,-11.8,-10.55,-1.664,,489375.08,6203445.11,,,,
,,,,-10.479,-9.366,-1.726,,489376.264,6203446.431,,,,
,,,,-9.439,-8.436,-1.779,,489377.194,6203447.471,,,,
,,,,-8.355,-7.465,-1.775,,489378.165,6203448.555,,,,
,,,,-7.514,-6.714,-1.777,,489378.916,6203449.396,,,,
,,,,-6.882,-6.147,-1.794,,489379.483,6203450.028,,,,
,,,,-6.271,-5.601,-1.787,,489380.029,6203450.639,,,,
,,,,-5.806,-5.184,-1.797,,489380.446,6203451.104,,,,
,,,,-5.423,-4.841,-1.812,,489380.789,6203451.487,,,,
,,,,-5.068,-4.523,-1.82,,489381.107,6203451.842,,,,
,,,,-4.76,-4.247,-1.829,,489381.383,6203452.15,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,0,0,0,,489385.63,6203456.91,,,,
,,,,-13.183,-11.787,-1.547,,489373.843,6203443.727,,,,
