Ch,AziCorr(deg),Dist(m),Rfl,Azi(deg),Ele(deg),t(us),x(m),y(m),z(m),,x_adj,y_adj
29,143.45,5.32,0,143.28,-13,939699,3.088,-4.164,-1.197,,-0.082086,51.812318
30,143.45,5.324,0,143.28,-14,939699,3.076,-4.15,-1.288,,-0.094086,51.826318
31,143.46,5.38,0,143.28,-15,939699,3.095,-4.175,-1.392,,-0.075086,51.801318
32,0,0,0,143.28,0,939699,0,0,0,,-3.170086,55.976318
24,143.42,5.416,0,143.28,-8,939699,3.197,-4.306,-0.754,,0.026914,51.670318
27,143.43,5.296,0,143.28,-11,939699,3.097,-4.175,-1.011,,-0.073086,51.801318
28,143.44,5.304,7,143.28,-12,939699,3.091,-4.167,-1.103,,-0.079086,51.809318
29,143.45,5.32,0,143.28,-13,939699,3.088,-4.164,-1.197,,-0.082086,51.812318
30,143.45,5.324,0,143.28,-14,939699,3.076,-4.15,-1.288,,-0.094086,51.826318
31,143.46,5.38,0,143.28,-15,939699,3.095,-4.175,-1.392,,-0.075086,51.801318
32,0,0,0,143.28,0,939699,0,0,0,,-3.170086,55.976318
29,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
30,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
31,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
32,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
24,143.6,5.408,2,143.46,-8,939699,3.179,-4.31,-0.753,,0.008914,51.666318
29,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
30,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
31,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
32,0,0,0,143.46,0,939699,0,0,0,,-3.170086,55.976318
29,143.81,5.428,0,143.64,-13,939699,3.124,-4.268,-1.221,,-0.046086,51.708318
30,143.81,5.428,0,143.64,-14,939699,3.11,-4.251,-1.313,,-0.060086,51.725318
31,143.82,5.452,0,143.64,-15,939699,3.11,-4.25,-1.411,,-0.060086,51.726318
32,143.82,5.508,0,143.64,-16,939699,3.126,-4.274,-1.518,,-0.044086,51.702318
24,143.78,5.42,4,143.64,-8,939699,3.172,-4.329,-0.754,,0.001914,51.647318
26,143.79,5.432,1,143.64,-10,939699,3.161,-4.316,-0.943,,-0.009086,51.660318
27,143.79,5.388,2,143.64,-11,939699,3.124,-4.267,-1.028,,-0.046086,51.709318
28,143.8,5.4,1,143.64,-12,939699,3.12,-4.262,-1.123,,-0.050086,51.714318
29,143.81,5.428,0,143.64,-13,939699,3.124,-4.268,-1.221,,-0.046086,51.708318
30,143.81,5.428,0,143.64,-14,939699,3.11,-4.251,-1.313,,-0.060086,51.725318
31,143.82,5.452,0,143.64,-15,939699,3.11,-4.25,-1.411,,-0.060086,51.726318
32,143.82,5.508,0,143.64,-16,939699,3.126,-4.274,-1.518,,-0.044086,51.702318
24,143.96,5.428,6,143.82,-8,939699,3.163,-4.346,-0.755,,-0.007086,51.630318
28,143.98,5.42,1,143.82,-12,939699,3.118,-4.287,-1.127,,-0.052086,51.689318
29,143.99,5.44,0,143.82,-13,939699,3.117,-4.287,-1.224,,-0.053086,51.689318
30,143.99,5.448,0,143.82,-14,939699,3.108,-4.276,-1.318,,-0.062086,51.700318
31,144,5.48,0,143.82,-15,939699,3.112,-4.282,-1.418,,-0.058086,51.694318
32,144,5.508,0,143.82,-16,939699,3.112,-4.283,-1.518,,-0.058086,51.693318
24,143.96,5.428,6,143.82,-8,939699,3.163,-4.346,-0.755,,-0.007086,51.630318
26,143.97,5.452,3,143.82,-10,939699,3.159,-4.342,-0.947,,-0.011086,51.634318
27,143.97,5.404,0,143.82,-11,939699,3.12,-4.29,-1.031,,-0.050086,51.686318
28,143.98,5.42,1,143.82,-12,939699,3.118,-4.287,-1.127,,-0.052086,51.689318
29,143.99,5.44,0,143.82,-13,939699,3.117,-4.287,-1.224,,-0.053086,51.689318
30,143.99,5.448,0,143.82,-14,939699,3.108,-4.276,-1.318,,-0.062086,51.700318
31,144,5.48,0,143.82,-15,939699,3.112,-4.282,-1.418,,-0.058086,51.694318
32,144,5.508,0,143.82,-16,939699,3.112,-4.283,-1.518,,-0.058086,51.693318
24,144.14,5.428,5,144,-8,939899,3.15,-4.356,-0.755,,-0.020086,51.620318
26,144.15,5.456,4,144,-10,939899,3.148,-4.355,-0.947,,-0.022086,51.621318
29,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
30,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
31,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
32,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
24,144.14,5.428,5,144,-8,939899,3.15,-4.356,-0.755,,-0.020086,51.620318
26,144.15,5.456,4,144,-10,939899,3.148,-4.355,-0.947,,-0.022086,51.621318
27,144.15,5.536,0,144,-11,939899,3.183,-4.405,-1.056,,0.012914,51.571318
29,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
30,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
31,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
32,0,0,0,144,0,939899,0,0,0,,-3.170086,55.976318
24,144.32,5.428,3,144.18,-8,939899,3.136,-4.366,-0.755,,-0.034086,51.610318
26,144.33,5.464,1,144.18,-10,939899,3.139,-4.371,-0.949,,-0.031086,51.605318
29,144.35,5.536,0,144.18,-13,939899,3.145,-4.383,-1.245,,-0.025086,51.593318
30,144.35,5.564,0,144.18,-14,939899,3.147,-4.387,-1.346,,-0.023086,51.589318
31,0,0,0,144.18,0,939899,0,0,0,,-3.170086,55.976318
32,144.36,5.636,1,144.18,-16,939899,3.157,-4.403,-1.553,,-0.013086,51.573318
24,144.32,5.428,3,144.18,-8,939899,3.136,-4.366,-0.755,,-0.034086,51.610318
26,144.33,5.464,1,144.18,-10,939899,3.139,-4.371,-0.949,,-0.031086,51.605318
27,144.33,5.508,2,144.18,-11,939899,3.153,-4.392,-1.051,,-0.017086,51.584318
28,144.34,5.508,1,144.18,-12,939899,3.142,-4.377,-1.145,,-0.028086,51.599318
29,144.35,5.536,0,144.18,-13,939899,3.145,-4.383,-1.245,,-0.025086,51.593318
30,144.35,5.564,0,144.18,-14,939899,3.147,-4.387,-1.346,,-0.023086,51.589318
31,0,0,0,144.18,0,939899,0,0,0,,-3.170086,55.976318
32,144.36,5.636,1,144.18,-16,939899,3.157,-4.403,-1.553,,-0.013086,51.573318
18,0,0,0,144.36,0,939899,0,0,0,,-3.170086,55.976318
24,144.5,5.432,1,144.36,-8,939899,3.124,-4.379,-0.756,,-0.046086,51.597318
26,144.51,5.496,0,144.36,-10,939899,3.143,-4.406,-0.954,,-0.027086,51.570318
28,144.52,5.524,0,144.36,-12,939899,3.137,-4.399,-1.149,,-0.033086,51.577318
29,144.53,5.54,0,144.36,-13,939899,3.133,-4.396,-1.246,,-0.037086,51.580318
30,144.53,5.536,0,144.36,-14,939899,3.117,-4.375,-1.339,,-0.053086,51.601318
31,144.54,5.58,0,144.36,-15,939899,3.128,-4.39,-1.444,,-0.042086,51.586318
32,144.54,5.608,0,144.36,-16,939899,3.127,-4.391,-1.546,,-0.043086,51.585318
18,0,0,0,144.36,0,939899,0,0,0,,-3.170086,55.976318
24,144.5,5.432,1,144.36,-8,939899,3.124,-4.379,-0.756,,-0.046086,51.597318
26,144.51,5.496,0,144.36,-10,939899,3.143,-4.406,-0.954,,-0.027086,51.570318
27,144.51,5.508,16,144.36,-11,939899,3.139,-4.402,-1.051,,-0.031086,51.574318
28,144.52,5.524,0,144.36,-12,939899,3.137,-4.399,-1.149,,-0.033086,51.577318
29,144.53,5.54,0,144.36,-13,939899,3.133,-4.396,-1.246,,-0.037086,51.580318
30,144.53,5.536,0,144.36,-14,939899,3.117,-4.375,-1.339,,-0.053086,51.601318
31,144.54,5.58,0,144.36,-15,939899,3.128,-4.39,-1.444,,-0.042086,51.586318
32,144.54,5.608,0,144.36,-16,939899,3.127,-4.391,-1.546,,-0.043086,51.585318
24,144.68,5.472,0,144.54,-8,939899,3.134,-4.421,-0.762,,-0.036086,51.555318
26,144.69,5.548,0,144.54,-10,939899,3.159,-4.458,-0.963,,-0.011086,51.518318
29,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
30,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
31,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
32,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
24,144.68,5.472,0,144.54,-8,939899,3.134,-4.421,-0.762,,-0.036086,51.555318
26,144.69,5.548,0,144.54,-10,939899,3.159,-4.458,-0.963,,-0.011086,51.518318
27,144.69,5.6,0,144.54,-11,939899,3.177,-4.486,-1.069,,0.006914,51.490318
28,144.7,5.636,0,144.54,-12,939899,3.186,-4.499,-1.172,,0.015914,51.477318
29,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
30,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
31,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
32,0,0,0,144.54,0,939899,0,0,0,,-3.170086,55.976318
24,0,0,0,144.72,0,940100,0,0,0,,-3.170086,55.976318
26,144.87,5.596,1,144.72,-10,940100,3.172,-4.507,-0.972,,0.001914,51.469318
29,144.89,5.66,0,144.72,-13,940100,3.173,-4.511,-1.273,,0.002914,51.465318
30,144.89,5.696,0,144.72,-14,940100,3.179,-4.521,-1.378,,0.008914,51.455318
31,144.9,5.704,0,144.72,-15,940100,3.169,-4.507,-1.476,,-0.001086,51.469318
32,0,0,0,144.72,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,144.72,0,940100,0,0,0,,-3.170086,55.976318
26,144.87,5.596,1,144.72,-10,940100,3.172,-4.507,-0.972,,0.001914,51.469318
27,144.87,5.624,1,144.72,-11,940100,3.177,-4.515,-1.073,,0.006914,51.461318
28,144.88,5.628,1,144.72,-12,940100,3.168,-4.502,-1.17,,-0.002086,51.474318
29,144.89,5.66,0,144.72,-13,940100,3.173,-4.511,-1.273,,0.002914,51.465318
30,144.89,5.696,0,144.72,-14,940100,3.179,-4.521,-1.378,,0.008914,51.455318
31,144.9,5.704,0,144.72,-15,940100,3.169,-4.507,-1.476,,-0.001086,51.469318
32,0,0,0,144.72,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,144.9,0,940100,0,0,0,,-3.170086,55.976318
28,145.06,5.656,0,144.9,-12,940100,3.169,-4.535,-1.176,,-0.001086,51.441318
29,145.07,5.672,0,144.9,-13,940100,3.165,-4.53,-1.276,,-0.005086,51.446318
30,145.07,5.712,0,144.9,-14,940100,3.173,-4.544,-1.382,,0.002914,51.432318
31,145.08,5.748,0,144.9,-15,940100,3.179,-4.552,-1.488,,0.008914,51.424318
32,145.08,5.716,0,144.9,-16,940100,3.145,-4.505,-1.576,,-0.025086,51.471318
24,0,0,0,144.9,0,940100,0,0,0,,-3.170086,55.976318
26,145.05,5.62,0,144.9,-10,940100,3.171,-4.536,-0.976,,0.000914,51.440318
27,145.05,5.636,0,144.9,-11,940100,3.169,-4.535,-1.075,,-0.001086,51.441318
28,145.06,5.656,0,144.9,-12,940100,3.169,-4.535,-1.176,,-0.001086,51.441318
29,145.07,5.672,0,144.9,-13,940100,3.165,-4.53,-1.276,,-0.005086,51.446318
30,145.07,5.712,0,144.9,-14,940100,3.173,-4.544,-1.382,,0.002914,51.432318
31,145.08,5.748,0,144.9,-15,940100,3.179,-4.552,-1.488,,0.008914,51.424318
32,145.08,5.716,0,144.9,-16,940100,3.145,-4.505,-1.576,,-0.025086,51.471318
17,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
18,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
26,145.23,5.74,0,145.08,-10,940100,3.225,-4.643,-0.997,,0.054914,51.333318
27,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
28,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
29,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
30,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
31,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
32,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
17,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
18,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
26,145.23,5.74,0,145.08,-10,940100,3.225,-4.643,-0.997,,0.054914,51.333318
27,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
28,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
29,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
30,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
31,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
32,0,0,0,145.08,0,940100,0,0,0,,-3.170086,55.976318
11,145.32,7.072,2,145.26,5,940100,4.009,-5.793,0.616,,0.838914,50.183318
17,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
18,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
29,145.43,5.796,0,145.26,-13,940100,3.205,-4.65,-1.304,,0.034914,51.326318
30,145.43,5.796,2,145.26,-14,940100,3.191,-4.631,-1.402,,0.020914,51.345318
31,145.44,5.836,0,145.26,-15,940100,3.199,-4.642,-1.51,,0.028914,51.334318
32,145.44,5.848,1,145.26,-16,940100,3.189,-4.629,-1.612,,0.018914,51.347318
9,145.32,7.044,1,145.26,7,940100,3.979,-5.749,0.858,,0.808914,50.227318
11,145.32,7.072,2,145.26,5,940100,4.009,-5.793,0.616,,0.838914,50.183318
17,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
18,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
24,0,0,0,145.26,0,940100,0,0,0,,-3.170086,55.976318
26,145.41,5.716,0,145.26,-10,940100,3.196,-4.634,-0.993,,0.025914,51.342318
27,145.41,5.752,1,145.26,-11,940100,3.205,-4.648,-1.098,,0.034914,51.328318
28,145.42,5.756,1,145.26,-12,940100,3.196,-4.635,-1.197,,0.025914,51.341318
29,145.43,5.796,0,145.26,-13,940100,3.205,-4.65,-1.304,,0.034914,51.326318
30,145.43,5.796,2,145.26,-14,940100,3.191,-4.631,-1.402,,0.020914,51.345318
31,145.44,5.836,0,145.26,-15,940100,3.199,-4.642,-1.51,,0.028914,51.334318
32,145.44,5.848,1,145.26,-16,940100,3.189,-4.629,-1.612,,0.018914,51.347318
11,145.5,7.12,4,145.44,5,940300,4.017,-5.845,0.621,,0.846914,50.131318
18,0,0,0,145.44,0,940300,0,0,0,,-3.170086,55.976318
29,145.61,5.8,0,145.44,-13,940300,3.193,-4.663,-1.305,,0.022914,51.313318
30,145.61,5.808,0,145.44,-14,940300,3.183,-4.65,-1.405,,0.012914,51.326318
31,145.62,5.808,0,145.44,-15,940300,3.169,-4.63,-1.503,,-0.001086,51.346318
32,145.62,5.848,0,145.44,-16,940300,3.174,-4.639,-1.612,,0.003914,51.337318
9,145.5,6.988,4,145.44,7,940300,3.93,-5.715,0.852,,0.759914,50.261318
10,145.5,7.22,0,145.44,6,940300,4.067,-5.918,0.755,,0.896914,50.058318
11,145.5,7.12,4,145.44,5,940300,4.017,-5.845,0.621,,0.846914,50.131318
18,0,0,0,145.44,0,940300,0,0,0,,-3.170086,55.976318
27,145.59,5.756,0,145.44,-11,940300,3.193,-4.662,-1.098,,0.022914,51.314318
28,145.6,5.8,0,145.44,-12,940300,3.206,-4.681,-1.206,,0.035914,51.295318
29,145.61,5.8,0,145.44,-13,940300,3.193,-4.663,-1.305,,0.022914,51.313318
30,145.61,5.808,0,145.44,-14,940300,3.183,-4.65,-1.405,,0.012914,51.326318
31,145.62,5.808,0,145.44,-15,940300,3.169,-4.63,-1.503,,-0.001086,51.346318
32,145.62,5.848,0,145.44,-16,940300,3.174,-4.639,-1.612,,0.003914,51.337318
9,145.68,6.964,4,145.62,7,940300,3.898,-5.708,0.849,,0.727914,50.268318
18,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
26,145.77,5.856,0,145.62,-10,940300,3.245,-4.768,-1.017,,0.074914,51.208318
27,145.77,5.86,0,145.62,-11,940300,3.236,-4.756,-1.118,,0.065914,51.220318
28,145.78,5.892,0,145.62,-12,940300,3.242,-4.765,-1.225,,0.071914,51.211318
29,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
30,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
31,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
32,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
9,145.68,6.964,4,145.62,7,940300,3.898,-5.708,0.849,,0.727914,50.268318
10,145.68,7.244,1,145.62,6,940300,4.062,-5.95,0.757,,0.891914,50.026318
11,145.68,7.192,1,145.62,5,940300,4.04,-5.917,0.627,,0.869914,50.059318
18,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
26,145.77,5.856,0,145.62,-10,940300,3.245,-4.768,-1.017,,0.074914,51.208318
27,145.77,5.86,0,145.62,-11,940300,3.236,-4.756,-1.118,,0.065914,51.220318
28,145.78,5.892,0,145.62,-12,940300,3.242,-4.765,-1.225,,0.071914,51.211318
29,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
30,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
31,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
32,0,0,0,145.62,0,940300,0,0,0,,-3.170086,55.976318
8,145.85,7.068,0,145.8,8,940300,3.929,-5.792,0.984,,0.758914,50.184318
9,145.86,6.976,5,145.8,7,940300,3.887,-5.73,0.85,,0.716914,50.246318
10,145.86,7.068,3,145.8,6,940300,3.945,-5.818,0.739,,0.774914,50.158318
11,145.86,7.08,2,145.8,5,940300,3.958,-5.838,0.617,,0.787914,50.138318
26,145.95,5.844,1,145.8,-10,940300,3.223,-4.768,-1.015,,0.052914,51.208318
27,145.95,5.872,0,145.8,-11,940300,3.227,-4.776,-1.12,,0.056914,51.200318
28,145.96,5.88,1,145.8,-12,940300,3.22,-4.765,-1.223,,0.049914,51.211318
29,145.97,5.896,0,145.8,-13,940300,3.216,-4.76,-1.326,,0.045914,51.216318
30,145.97,5.92,0,145.8,-14,940300,3.215,-4.76,-1.432,,0.044914,51.216318
31,145.98,5.944,1,145.8,-15,940300,3.213,-4.758,-1.538,,0.042914,51.218318
32,145.98,5.972,1,145.8,-16,940300,3.212,-4.758,-1.646,,0.041914,51.218318
8,145.85,7.068,0,145.8,8,940300,3.929,-5.792,0.984,,0.758914,50.184318
9,145.86,6.976,5,145.8,7,940300,3.887,-5.73,0.85,,0.716914,50.246318
10,145.86,7.068,3,145.8,6,940300,3.945,-5.818,0.739,,0.774914,50.158318
11,145.86,7.08,2,145.8,5,940300,3.958,-5.838,0.617,,0.787914,50.138318
26,145.95,5.844,1,145.8,-10,940300,3.223,-4.768,-1.015,,0.052914,51.208318
27,145.95,5.872,0,145.8,-11,940300,3.227,-4.776,-1.12,,0.056914,51.200318
28,145.96,5.88,1,145.8,-12,940300,3.22,-4.765,-1.223,,0.049914,51.211318
29,145.97,5.896,0,145.8,-13,940300,3.216,-4.76,-1.326,,0.045914,51.216318
30,145.97,5.92,0,145.8,-14,940300,3.215,-4.76,-1.432,,0.044914,51.216318
31,145.98,5.944,1,145.8,-15,940300,3.213,-4.758,-1.538,,0.042914,51.218318
32,145.98,5.972,1,145.8,-16,940300,3.212,-4.758,-1.646,,0.041914,51.218318
8,146.03,7.024,0,145.98,8,940300,3.887,-5.769,0.978,,0.716914,50.207318
9,146.04,6.992,8,145.98,7,940300,3.878,-5.755,0.852,,0.707914,50.221318
10,146.04,7.004,7,145.98,6,940300,3.891,-5.777,0.732,,0.720914,50.199318
11,146.04,7.016,9,145.98,5,940300,3.904,-5.797,0.611,,0.733914,50.179318
29,0,0,0,145.98,0,940300,0,0,0,,-3.170086,55.976318
30,146.15,5.952,0,145.98,-14,940300,3.217,-4.796,-1.44,,0.046914,51.180318
31,146.16,5.972,0,145.98,-15,940300,3.213,-4.791,-1.546,,0.042914,51.185318
32,146.16,5.984,1,145.98,-16,940300,3.203,-4.778,-1.649,,0.032914,51.198318
8,146.03,7.024,0,145.98,8,940300,3.887,-5.769,0.978,,0.716914,50.207318
9,146.04,6.992,8,145.98,7,940300,3.878,-5.755,0.852,,0.707914,50.221318
10,146.04,7.004,7,145.98,6,940300,3.891,-5.777,0.732,,0.720914,50.199318
11,146.04,7.016,9,145.98,5,940300,3.904,-5.797,0.611,,0.733914,50.179318
29,0,0,0,145.98,0,940300,0,0,0,,-3.170086,55.976318
30,146.15,5.952,0,145.98,-14,940300,3.217,-4.796,-1.44,,0.046914,51.180318
31,146.16,5.972,0,145.98,-15,940300,3.213,-4.791,-1.546,,0.042914,51.185318
32,146.16,5.984,1,145.98,-16,940300,3.203,-4.778,-1.649,,0.032914,51.198318
8,146.21,6.984,0,146.16,8,940500,3.846,-5.748,0.972,,0.675914,50.228318
9,146.22,6.988,12,146.16,7,940500,3.857,-5.764,0.852,,0.686914,50.212318
10,146.22,6.976,6,146.16,6,940500,3.857,-5.767,0.729,,0.686914,50.209318
11,146.22,6.988,14,146.16,5,940500,3.871,-5.786,0.609,,0.700914,50.190318
28,146.32,6,1,146.16,-12,940500,3.255,-4.883,-1.247,,0.084914,51.093318
29,146.33,6.024,0,146.16,-13,940500,3.255,-4.884,-1.355,,0.084914,51.092318
30,146.33,6.044,0,146.16,-14,940500,3.251,-4.881,-1.462,,0.080914,51.095318
31,146.34,6.084,1,146.16,-15,940500,3.258,-4.891,-1.575,,0.087914,51.085318
32,146.34,6.104,2,146.16,-16,940500,3.252,-4.884,-1.682,,0.081914,51.092318
8,146.21,6.984,0,146.16,8,940500,3.846,-5.748,0.972,,0.675914,50.228318
9,146.22,6.988,12,146.16,7,940500,3.857,-5.764,0.852,,0.686914,50.212318
10,146.22,6.976,6,146.16,6,940500,3.857,-5.767,0.729,,0.686914,50.209318
11,146.22,6.988,14,146.16,5,940500,3.871,-5.786,0.609,,0.700914,50.190318
26,146.31,5.952,1,146.16,-10,940500,3.252,-4.877,-1.034,,0.081914,51.099318
27,146.31,5.98,1,146.16,-11,940500,3.256,-4.884,-1.141,,0.085914,51.092318
28,146.32,6,1,146.16,-12,940500,3.255,-4.883,-1.247,,0.084914,51.093318
29,146.33,6.024,0,146.16,-13,940500,3.255,-4.884,-1.355,,0.084914,51.092318
30,146.33,6.044,0,146.16,-14,940500,3.251,-4.881,-1.462,,0.080914,51.095318
31,146.34,6.084,1,146.16,-15,940500,3.258,-4.891,-1.575,,0.087914,51.085318
32,146.34,6.104,2,146.16,-16,940500,3.252,-4.884,-1.682,,0.081914,51.092318
8,146.39,6.908,1,146.34,8,940500,3.787,-5.697,0.961,,0.616914,50.279318
9,146.4,6.944,5,146.34,7,940500,3.815,-5.74,0.846,,0.644914,50.236318
10,146.4,6.92,4,146.34,6,940500,3.808,-5.732,0.723,,0.637914,50.244318
11,146.4,6.948,9,146.34,5,940500,3.83,-5.765,0.606,,0.659914,50.211318
27,146.49,5.984,0,146.34,-11,940500,3.243,-4.898,-1.142,,0.072914,51.078318
28,146.5,6,12,146.34,-12,940500,3.24,-4.893,-1.247,,0.069914,51.083318
29,146.51,6.024,0,146.34,-13,940500,3.24,-4.895,-1.355,,0.069914,51.081318
30,146.51,6.056,0,146.34,-14,940500,3.242,-4.901,-1.465,,0.071914,51.075318
31,146.52,6.076,0,146.34,-15,940500,3.238,-4.895,-1.573,,0.067914,51.081318
32,146.52,6.104,0,146.34,-16,940500,3.237,-4.894,-1.682,,0.066914,51.082318
8,146.39,6.908,1,146.34,8,940500,3.787,-5.697,0.961,,0.616914,50.279318
9,146.4,6.944,5,146.34,7,940500,3.815,-5.74,0.846,,0.644914,50.236318
10,146.4,6.92,4,146.34,6,940500,3.808,-5.732,0.723,,0.637914,50.244318
11,146.4,6.948,9,146.34,5,940500,3.83,-5.765,0.606,,0.659914,50.211318
12,146.41,6.832,0,146.34,4,940500,3.771,-5.677,0.477,,0.600914,50.299318
13,146.42,6.824,0,146.34,3,940500,3.77,-5.677,0.357,,0.599914,50.299318
14,146.42,6.824,0,146.34,2,940500,3.772,-5.682,0.238,,0.601914,50.294318
15,146.43,6.796,0,146.34,1,940500,3.758,-5.661,0.119,,0.587914,50.315318
25,146.48,6.072,0,146.34,-9,940500,3.312,-5,-0.95,,0.141914,50.976318
26,146.49,5.972,0,146.34,-10,940500,3.248,-4.903,-1.037,,0.077914,51.073318
27,146.49,5.984,0,146.34,-11,940500,3.243,-4.898,-1.142,,0.072914,51.078318
28,146.5,6,12,146.34,-12,940500,3.24,-4.893,-1.247,,0.069914,51.083318
29,146.51,6.024,0,146.34,-13,940500,3.24,-4.895,-1.355,,0.069914,51.081318
30,146.51,6.056,0,146.34,-14,940500,3.242,-4.901,-1.465,,0.071914,51.075318
31,146.52,6.076,0,146.34,-15,940500,3.238,-4.895,-1.573,,0.067914,51.081318
32,146.52,6.104,0,146.34,-16,940500,3.237,-4.894,-1.682,,0.066914,51.082318
8,146.57,6.884,0,146.52,8,940500,3.756,-5.689,0.958,,0.585914,50.287318
9,146.58,6.868,0,146.52,7,940500,3.756,-5.689,0.837,,0.585914,50.287318
10,146.58,6.852,2,146.52,6,940500,3.753,-5.688,0.716,,0.582914,50.288318
11,146.58,6.844,2,146.52,5,940500,3.755,-5.691,0.596,,0.584914,50.285318
12,146.59,6.828,4,146.52,4,940500,3.751,-5.686,0.476,,0.580914,50.290318
13,146.6,6.812,4,146.52,3,940500,3.746,-5.679,0.357,,0.575914,50.297318
14,146.6,6.8,5,146.52,2,940500,3.741,-5.674,0.237,,0.570914,50.302318
15,146.61,6.808,4,146.52,1,940500,3.747,-5.683,0.119,,0.576914,50.293318
16,146.61,6.804,3,146.52,0,940500,3.744,-5.681,0,,0.573914,50.295318
17,146.62,6.796,2,146.52,-1,940500,3.74,-5.673,-0.119,,0.569914,50.303318
26,146.67,6.076,0,146.52,-10,940500,3.289,-4.999,-1.055,,0.118914,50.977318
27,146.67,6.084,0,146.52,-11,940500,3.281,-4.99,-1.161,,0.110914,50.986318
28,146.68,6.108,0,146.52,-12,940500,3.283,-4.992,-1.27,,0.112914,50.984318
29,146.69,6.156,0,146.52,-13,940500,3.295,-5.012,-1.385,,0.124914,50.964318
30,0,0,0,146.52,0,940500,0,0,0,,-3.170086,55.976318
31,0,0,0,146.52,0,940500,0,0,0,,-3.170086,55.976318
32,0,0,0,146.52,0,940500,0,0,0,,-3.170086,55.976318
8,146.57,6.884,0,146.52,8,940500,3.756,-5.689,0.958,,0.585914,50.287318
9,146.58,6.868,0,146.52,7,940500,3.756,-5.689,0.837,,0.585914,50.287318
10,146.58,6.852,2,146.52,6,940500,3.753,-5.688,0.716,,0.582914,50.288318
11,146.58,6.844,2,146.52,5,940500,3.755,-5.691,0.596,,0.584914,50.285318
12,146.59,6.828,4,146.52,4,940500,3.751,-5.686,0.476,,0.580914,50.290318
13,146.6,6.812,4,146.52,3,940500,3.746,-5.679,0.357,,0.575914,50.297318
14,146.6,6.8,5,146.52,2,940500,3.741,-5.674,0.237,,0.570914,50.302318
15,146.61,6.808,4,146.52,1,940500,3.747,-5.683,0.119,,0.576914,50.293318
16,146.61,6.804,3,146.52,0,940500,3.744,-5.681,0,,0.573914,50.295318
